Text,Category
Software update for antivirus failed to install.,ANTIVIRUS
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
Unable to adjust screen resolution in Windows settings.,WINDOWS
Cannot reset my password using the provided reset link.,ACCESS
Hard drive making strange noises and system is lagging.,HARDWARE
Windows is not booting up and showing a blue screen error.,WINDOWS
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
Automatic updates failed to install on my system.,WINDOWS
Email forwarding is not working as expected.,EMAIL
Two-factor authentication is not sending the verification code.,ACCESS
External monitor not detected after connecting via HDMI.,HARDWARE
Unable to adjust screen resolution in Windows settings.,WINDOWS
Windows is not booting up and showing a blue screen error.,WINDOWS
Application is running slower after the recent update.,SOFTWARE
File Explorer is crashing when accessing specific folders.,WINDOWS
Spam filter is marking important emails as junk.,EMAIL
Unable to login to my account despite correct credentials.,ACCESS
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
Mouse cursor freezes frequently on my workstation.,HARDWARE
Start menu is unresponsive and freezes frequently.,WINDOWS
No access to shared company folders even after requesting access.,ACCESS
Getting frequent false positive alerts from antivirus.,ANTIVIRUS
Laptop is overheating and shutting down unexpectedly.,HARDWARE
Getting 'Access Denied' error while accessing internal resources.,ACCESS
Windows is not booting up and showing a blue screen error.,WINDOWS
Unable to adjust screen resolution in Windows settings.,WINDOWS
External monitor not detected after connecting via HDMI.,HARDWARE
Getting 'Access Denied' error while accessing internal resources.,ACCESS
Laptop is overheating and shutting down unexpectedly.,HARDWARE
Keyboard keys are not responding properly.,HARDWARE
Antivirus scan is not detecting any threats despite suspicious activity.,ANTIVIRUS
Unable to adjust screen resolution in Windows settings.,WINDOWS
Automatic updates failed to install on my system.,WINDOWS
Unable to login to my account despite correct credentials.,ACCESS
Cannot install the antivirus software due to compatibility issues.,SOFTWARE
Application is running slower after the recent update.,SOFTWARE
Unable to adjust screen resolution in Windows settings.,WINDOWS
Automatic updates failed to install on my system.,WINDOWS
"Unable to send emails using Outlook, receiving server error.",EMAIL
No access to shared company folders even after requesting access.,ACCESS
Cannot reset my password using the provided reset link.,ACCESS
Automatic updates failed to install on my system.,WINDOWS
Antivirus scan is not detecting any threats despite suspicious activity.,ANTIVIRUS
Keyboard keys are not responding properly.,HARDWARE
Antivirus scan is not detecting any threats despite suspicious activity.,ANTIVIRUS
File Explorer is crashing when accessing specific folders.,WINDOWS
Application is running slower after the recent update.,SOFTWARE
Automatic updates failed to install on my system.,WINDOWS
Antivirus scan is not detecting any threats despite suspicious activity.,ANTIVIRUS
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
License key validation error while activating the software.,SOFTWARE
Unable to adjust screen resolution in Windows settings.,WINDOWS
Application is running slower after the recent update.,SOFTWARE
Antivirus scan is not detecting any threats despite suspicious activity.,ANTIVIRUS
Start menu is unresponsive and freezes frequently.,WINDOWS
Getting 'Access Denied' error while accessing internal resources.,ACCESS
Two-factor authentication is not sending the verification code.,ACCESS
Software update failed with unknown error.,SOFTWARE
Two-factor authentication is not sending the verification code.,ACCESS
Software update for antivirus failed to install.,ANTIVIRUS
File Explorer is crashing when accessing specific folders.,WINDOWS
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
Two-factor authentication is not sending the verification code.,ACCESS
Antivirus scan is not detecting any threats despite suspicious activity.,ANTIVIRUS
Mouse cursor freezes frequently on my workstation.,HARDWARE
"Unable to send emails using Outlook, receiving server error.",EMAIL
Hard drive making strange noises and system is lagging.,HARDWARE
Hard drive making strange noises and system is lagging.,HARDWARE
License key validation error while activating the software.,SOFTWARE
Keyboard keys are not responding properly.,HARDWARE
Installed application is crashing upon launch.,SOFTWARE
Mouse cursor freezes frequently on my workstation.,HARDWARE
Windows is not booting up and showing a blue screen error.,WINDOWS
"Unable to send emails using Outlook, receiving server error.",EMAIL
File Explorer is crashing when accessing specific folders.,WINDOWS
Keyboard keys are not responding properly.,HARDWARE
Hard drive making strange noises and system is lagging.,HARDWARE
No access to shared company folders even after requesting access.,ACCESS
System is running slow during antivirus full scans.,ANTIVIRUS
Antivirus scan is not detecting any threats despite suspicious activity.,ANTIVIRUS
Hard drive making strange noises and system is lagging.,HARDWARE
Software update failed with unknown error.,SOFTWARE
Cannot install the antivirus software due to compatibility issues.,SOFTWARE
Email forwarding is not working as expected.,EMAIL
Laptop is overheating and shutting down unexpectedly.,HARDWARE
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
Getting frequent false positive alerts from antivirus.,ANTIVIRUS
No access to shared company folders even after requesting access.,ACCESS
Windows is not booting up and showing a blue screen error.,WINDOWS
Email forwarding is not working as expected.,EMAIL
"Unable to send emails using Outlook, receiving server error.",EMAIL
Software update failed with unknown error.,SOFTWARE
File Explorer is crashing when accessing specific folders.,WINDOWS
Automatic updates failed to install on my system.,WINDOWS
Two-factor authentication is not sending the verification code.,ACCESS
Getting frequent false positive alerts from antivirus.,ANTIVIRUS
Cannot reset my password using the provided reset link.,ACCESS
Software update for antivirus failed to install.,ANTIVIRUS
"Unable to send emails using Outlook, receiving server error.",EMAIL
"Unable to send emails using Outlook, receiving server error.",EMAIL
Installed application is crashing upon launch.,SOFTWARE
Software update failed with unknown error.,SOFTWARE
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
File Explorer is crashing when accessing specific folders.,WINDOWS
Two-factor authentication is not sending the verification code.,ACCESS
Email forwarding is not working as expected.,EMAIL
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
No access to shared company folders even after requesting access.,ACCESS
Getting frequent false positive alerts from antivirus.,ANTIVIRUS
Unable to login to my account despite correct credentials.,ACCESS
Mouse cursor freezes frequently on my workstation.,HARDWARE
Cannot reset my password using the provided reset link.,ACCESS
Getting frequent false positive alerts from antivirus.,ANTIVIRUS
Mouse cursor freezes frequently on my workstation.,HARDWARE
No access to shared company folders even after requesting access.,ACCESS
Unable to login to my account despite correct credentials.,ACCESS
Keyboard keys are not responding properly.,HARDWARE
Mouse cursor freezes frequently on my workstation.,HARDWARE
Automatic updates failed to install on my system.,WINDOWS
License key validation error while activating the software.,SOFTWARE
File Explorer is crashing when accessing specific folders.,WINDOWS
Laptop is overheating and shutting down unexpectedly.,HARDWARE
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
File Explorer is crashing when accessing specific folders.,WINDOWS
Getting frequent false positive alerts from antivirus.,ANTIVIRUS
Application is running slower after the recent update.,SOFTWARE
"Unable to send emails using Outlook, receiving server error.",EMAIL
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
Start menu is unresponsive and freezes frequently.,WINDOWS
Unable to login to my account despite correct credentials.,ACCESS
Software update failed with unknown error.,SOFTWARE
Software update failed with unknown error.,SOFTWARE
Application is running slower after the recent update.,SOFTWARE
Real-time protection is disabled and cannot be enabled.,ANTIVIRUS
System is running slow during antivirus full scans.,ANTIVIRUS
System is running slow during antivirus full scans.,ANTIVIRUS
